37||full_access|The Arizona Republic is a newspaper published in Phoenix, Arizona. It is the state's largest newspaper, and it circulates throughout Arizona.\r\n\r\nThe Republic is the foremost newspaper in the city of Phoenix (466,926 circ.) and statewide as well. Since 2000, it has been owned by the Gannett newspaper chain.|http://en.wikipedia.org/wiki/Arizona_Republic|Wikipedia||Ward Bushee|Gannett||200 E. Van Buren St.||Phoenix|US|AZ|85004|national|english|||||(800) 331-9303|hide|list||
39||full_access|Ars Technica is a technology-related website catering to PC enthusiasts. Started in 1998, the site covers technology news and provides editorial and analysis. The name "Ars Technica" is a Latin phrase for "(The) Technical Arts." The main content is a blog-style presentation of news stories, interspersed with advertising. Featured articles are less frequent but go into more depth than the news stories.|http://en.wikipedia.org/wiki/Ars_technica|Wikipedia||||not_sure||||||||english||||||hide|hide|not_applicable|
41||full_access|Asia Times Online is an Internet-only news and commentary publication that reports and examines geopolitical, political, economic and business issues, looking at these from an Asian perspective. 'ATol' is the official abbreviation of Asia Times Online and is commonly used on the website.\r\nAsia Times Online was founded at the beginning of 1999 and is incorporated and duly registered in Hong Kong. It derives its revenues from advertising and the resale of original content to other publications and news services.\r\nHistorically, in publication policy and editorial outlook, Asia Times Online are the successor of Asia Times, a Hong Kong/Bangkok-based daily print newspaper founded in 1995, which had to cease publication in the summer of 1997 as a result of the Asian financial crisis.|http://en.wikipedia.org/wiki/Asia_Times|Wikipedia||||not_sure|||||||international|english||||||hide|list|not_applicable|
43|AP\r\nThe Associated Press|full_access|The Associated Press, or AP, is an American news agency, the world's largest such organization. The AP is a cooperative owned by its contributing newspapers and broadcast stations in the United States, who both contribute stories to it and use material written by its staffers. Many newspapers and broadcasters outside the United States are AP subscribers -- that is, they pay a fee to use AP material but are not members of the cooperative. As of 2005, AP's news is used by 1,700 newspapers, in addition to 5,000 television and radio outlets. Its photo library consists of over 10 million images. The AP has 242 bureaus and serves 121 countries, with a diverse international staff drawing from all over the world. The AP Stylebook has become the de facto standard for newswriting in the country.\r\nThe collapse of United Press International as a major competitor, AP's traditional rival, has left it as the only nationally oriented news service based in the United States. The other rival English-language news services, such as Reuters and the English language service of Agence France Presse, are based outside the United States.|http://en.wikipedia.org/wiki/Associated_Press|Wikipedia||Burl Osborne, Tom Curley|Cooperative of Newspapers, including Gannett, Tribune, Media News, etc.|other|450 W. 33rd St.||New York|US|NY|New York, NY 10001|international|english|||http://www.ap.org/pages/contact/contact.html|info@ap.org|+1-212-621-1500|hide|list|neutral|
44||full_access|The Atlanta Journal-Constitution is the only major daily newspaper in Atlanta, Georgia, USA and its suburbs. The AJC, as it is called, is the flagship publication of Cox Enterprises. The Atlanta Journal-Constitution is the result of the merger between the Atlanta Journal and the Atlanta Constitution . The staff was combined in 1982, and all separate delivery of the morning Constitution and afternoon Journal ended in 2001 [1]. Circulation is now 460,672 for weekdays and 620,782 on Sundays [2]. Since 2003, the paper has also published Access Atlanta , a free tabloid-sized entertainment paper.\r\n\r\nSubsequent to the staff consolidation of 1982, the afternoon Journal maintained a center-right editorial stance while the editorials and op-eds in the morning Constitution was reliably liberal. When the editions combined in 2001 the editorial page staffs also merged, and the editorials and op-eds have attempted to strike a more "balanced" tone. However, most of the paper's editorial stances have been closer to those of the old Constitution. The combined paper endorsed John Kerry for president in 2004; in 2000 the Constitution endorsed Al Gore while the Journal endorsed George W. Bush. It also harshly condemned Bush's decision to allow the National Security Agency to spy on phone conversations in the United States without a warrant by calling his actions a "clear, present danger."|http://en.wikipedia.org/wiki/Atlanta_Journal|Wikipedia|||Cox Enterprises||72 Marietta St. N.w. ||Atlanta|US|GA|30302||english||||||hide|list|neutral|
45||full_access|The Atlantic Monthly (also known as The Atlantic) is an American literary/cultural magazine founded in Boston in 1857 by a group of writers that included Ralph Waldo Emerson, Henry Wadsworth Longfellow, Oliver Wendell Holmes, Sr., and James Russell Lowell (who would become its first editor). Originally a monthly publication, the magazine, subscribed to by 425,000 readers, now publishes ten times a year and features articles in the fields of political science and foreign affairs, as well as book reviews. (...) For all but its recent existence, The Atlantic has been known as a distinctively New England literary magazine (as opposed to Harper's and later The New Yorker, both from New York).|http://en.wikipedia.org/wiki/Atlantic_Monthly|Wikipedia|||The Atlantic Monthly Group|||||||||english||||||hide|list|neutral|
49||full_access|The Australian Broadcasting Corporation (ABC) is Australia's national non-profit public broadcaster. Prior to 1 July 1983 it was known as the Australian Broadcasting Commission [1].\r\n\r\nThe ABC provides television, radio and online services throughout metropolitan and regional Australia and overseas via its Asia-Pacific Television service and Radio Australia. The Corporation runs a chain of ABC Shops selling books and audio and video recordings related to its programs.\r\n\r\nThe ABC is sometimes referred to informally as Aunty; the origin of this name derives directly from a nickname of the ABC's cousin, the BBC.|http://en.wikipedia.org/wiki/Australian_Broadcasting_Corporation|Wikipedia||||||||||||english||||||hide|||
53||full_access|The Sun is the newspaper of record for Baltimore, Maryland, with a daily press run of 247,193 copies and a Sunday run of 418,670 copies (9/30/05 Audit Bureau of Circulations report). It was founded on May 17, 1837, by printer Arunah Shepherdson Abell and two associates. The Abell family owned the paper through 1910, when the Black family gained a controlling interest. The paper was sold in 1986 to the Times-Mirror Company of Los Angeles. The same week, the rival Baltimore News American, owned by the Hearst Corporation, announced it would fold.|http://en.wikipedia.org/wiki/Baltimore_Sun|Wikipedia||Ronnie Matthews|Tribune Company|public_corporation|501 N. Calvert Street||Baltimore|US|MD|21278|state|english|Baltimore|||||hide|list|center|
55||full_access|BBC News and Current Affairs (commonly referred to as BBC News, sometimes abbreviated BBC NCA) is a major arm of the BBC responsible for the corporation's newsgathering and production of news programmes on BBC television, radio and online. It claims to be the largest broadcast news gathering operation in the world and produces almost 100 hours of output daily. The current director is Helen Boaden.\r\n\r\nBBC News carries out a key objective of the BBC's Royal Charter: to "collect news and information in any part of the world and in any manner that may be thought fit".\r\n\r\nBBC News is based at the News Centre at Television Centre (TVC), Wood Lane, W12 and operates regional centres across the United Kingdom as well as 44 newsgathering bureaux around the world. Of these bureaux, 41 are based overseas. Political coverage is based at the Millbank Studios in Westminster. Due to the non-central location of TVC, however, in 2008 the News Centre is due to move to BBC Radio's headquarters, BBC Broadcasting House at Portland Place in Central London. The News department consists of 3,500 staff of which 2,000 are journalists. The annual budget of BBC News is £350 million.\r\n\r\nBBC News output has won critical acclaim worldwide and praise for its unbiased and balanced reporting. These days it is, however, not free from controversies, the most recent being the Hutton Report which led to a shakeup of the corporation's operations. Despite this controversy, some commentators, particularly those from the centre right have accused the corporation and its news coverage of bias.|http://en.wikipedia.org/wiki/BBC_News|Wikipedia||Mark Thompson|Public Corporation||||London|GB|||international|english||||||hide|list|neutral|
65|Bloomberg.com|full_access|Bloomberg's mission is to make financial markets transparent  whether on Wall Street, at the London Metal Exchange, the Shanghai Futures Exchange or in someone's living room in Sao Paulo. (...) Bloomberg's media services include the global Bloomberg News service with more than 2,000 professionals in 125 bureaus worldwide; the Bloomberg Television 24-hour business and financial network produced and distributed worldwide on 10 separate channels in seven languages; Bloomberg Radio services which provide up-to-the-minute news on XM, Sirius and WorldSpace satellite radio around the world and on WBBR 1130AM in New York; and Bloomberg.com, a top-ranked financial news site. In addition, Bloomberg publishes award-winning Bloomberg Markets magazine and Bloomberg Press books for investment professionals.|http://about.bloomberg.com/about/ourco/overview.html|Bloomberg|||Michael Bloomberg|private_corporation|||New York|US|NY||national|english||||||hide|list|neutral|
68||full_access|Boing Boing became a website in 1995 and later relaunched as a weblog on January 21, 2000, described as a "directory of wonderful things." Over time, Mark Frauenfelder was joined by three co-editors: Cory Doctorow, David Pescovitz, and Xeni Jardin. All four Boing Boing contributors are or have been contributing writers for Wired magazine.|http://en.wikipedia.org/wiki/Boing_boing|Wikipedia|||||||||||not_applicable|english||||||hide|hide||
69||full_access|The Boston Globe (and Boston Sunday Globe) is the most widely circulated daily newspaper in Boston, Massachusetts and New England. Owned by The New York Times Company, the broadsheet Globe's local print rival is the tabloid Boston Herald.\r\n\r\n\r\nThe Globe was founded in 1872 by six Boston businessmen, led by Eben Jordan, who jointly invested $150,000. The first issue was published March 4, 1872 and cost four cents. It was originally a morning daily when it began Sunday publication in 1877. In 1878, The Globe started an afternoon edition called The Boston Evening Globe, which ceased publication in 1979.\r\n\r\nThe Globe was a private company until 1973 when it went public under the name Affiliated Publications. It continued to be managed by the descendants of Charles H. Taylor. In 1993, The New York Times Company purchased Affiliated Publications for US$1.1 million, making The Globe a wholly-owned subsidiary of The New York Times' parent.[3] The Jordan and Taylor families received substantial Times Company stock, but the last Taylor family members left management in 2000-2001.\r\n\r\nIn 1998, columnist Patricia Smith was forced to resign after it was discovered that she had fabricated people and quotations in several of her columns.[4] This raised questions of a double standard at the Globe, as Mike Barnicle, who is white (Smith is African-American), had been accused of the same offense without being punished. In August of that year, Barnicle was discovered to have copied material for a column from a George Carlin book, Brain Droppings. He was suspended for this offense, and his past columns were reviewed. In their review, the Globe editors found that Barnicle had fabricated a story about two cancer patients, and Barnicle was forced to resign.[5]\r\n\r\nGlobe reporters were an instrumental part of uncovering the Roman Catholic Church sex abuse scandal in 2001-2003, especially in relation to Massachusetts churches. They were awarded the Pulitzer Prize for their work, one of several the paper has received for its outstanding investigative journalism.\r\n\r\nIn the spring of 2005, the Globe retracted a story describing the events of a seal hunt near Halifax, Nova Scotia that took place on April 12, 2005. Written by freelancer Barbara Stewart, a former New York Times staffer, the article described the specific number of boats involved in the hunt and graphically described the killing of seals and the protests that accompanied it. In reality, weather had delayed the hunt, which had not yet begun the day the story had been filed, so the details were fabricated. [6][7]\r\n\r\nThe Globe is also credited with allowing Peter Gammons to start his Notes section on baseball, which has become a mainstay in all major newspapers nation wide. Gammons went on to become a member of the Baseball Writers Hall of Fame.\r\n\r\nIn 2007, Charlie Savage, whose reports on President Bush's use of signing statements made national news, won the Pulitzer Prize for National Reporting.\r\n\r\nToday, The Globe now hosts 28 blogs covering a variety of topics including Boston sports, local politics and a blog made up of posts from the paper's opinion writers.|http://en.wikipedia.org/wiki/Boston_Globe|Wikipedia||The New York Times Company|The New York Times Company||||Boston|US|MA||international|english||||||hide|list|neutral|
70||full_access|The Boston Herald is a tabloid newspaper, the smaller of the two big dailies in Boston, Massachusetts (the other being The Boston Globe), with a daily circulation of 230,543 in September 2005.[1] It has a history that can be traced back through two lineages and two media moguls. Its history involves the Daily Advertiser and the old Boston Herald and it was owned at one point by William Randolph Hearst and later by Rupert Murdoch.|http://en.wikipedia.org/wiki/Boston_Herald|Wikipedia|||Herald Media Inc|private_corporation|One Herald Square||Boston|US|MA|02205|regional|english||||||hide||right|
83|BusinessWeek|full_access|BusinessWeek is a business magazine published by McGraw-Hill. It was first published in 1929 (as The Business Week) under the direction of Malcolm Muir, who was serving as president of the McGraw-Hill Publishing company at the time.\r\n\r\nSince 1988, BusinessWeek has published annual rankings of United States business school MBA programs. It is considered to be the standard both in industry and among students.|http://en.wikipedia.org/wiki/Business_Week|Wikipedia||Stephen J. Adler|McGRAW-HILL||||New York|US|NY||international|english||||||hide|list|not_applicable|
86||full_access|JEFF JARVIS is former TV critic for TV Guide and People, creator of Entertainment Weekly, Sunday editor and associate publisher of the NY Daily News, and a columnist on the San Francisco Examiner. He was until recently president & creative director of Advance.net, the online arm of Advance Publications. Now he is working as editor of a new news startup, still in stealth. He is working with The New York Times Company at About.com on content development and strategy and consulting for Advance and Fairchild. In September 2006, he will become associate professor and director of the interactive journalism program the City University of New Yorks new Graduate School of Journalism. He is a columnist for Media Guardian. He says he is at work on a book.\r\n\r\nThis is a personal site.|http://www.buzzmachine.com/index.php/about-me/|BuzzMachine||||||||||||english||||||hide|list|center|
89||full_access|The Canadian Broadcasting Corporation (CBC), a Canadian crown corporation, is the country's national radio and television broadcaster. In French, it is called la Société Radio-Canada (Radio-Canada or SRC). The umbrella corporate brand is CBC/Radio-Canada.\r\n\r\nThe CBC is the oldest broadcasting service in the country, first established in its present form on November 2, 1936. Radio services include CBC Radio One, CBC Radio Two, La Première Chaîne, Espace musique and the international radio service Radio Canada International. Television operations include CBC Television, Télévision de Radio-Canada, CBC Newsworld, le Réseau de l'information, Documentary Channel and CBC Country Canada. |http://en.wikipedia.org/wiki/Canadian_Broadcasting_Company|Wikipedia||||||||||||english||||||hide|||
90||full_access|The Canadian Press is Canada's national news agency established in 1917 as a vehicle to permit Canadian newspapers of the day to exchange their news and information. Created by an act of Parliament, the news cooperative was formed to help newspapers cover and distribute news across the vast country. Initially operating as a distribution network, its first editorial staff came on board during World War I to report on the efforts of Canadian soldiers overseas. With the arrival of television and radio, The Canadian Press branched out to deliver text specifically written for broadcasters, as well as the production of newscasts, and audio clips. The Canadian Press operates in both English and French, Canada's official languages. The French Service was established in 1951. It has bureaus across Canada and correspondents in Washington, DC. The news agency operated a bureau in London, England, until 2004, and has had reporters covering the Canadian mission in Afghanistan since 2002. The Canadian Press is a private not-for-profit cooperative, owned and operated by its member newspapers.\r\n\r\nThe Canadian Press also operates the largest online editorial archive of news pictures capturing Canada, its people and history, shot by its award-winning photojournalists. It was the first in Canada to develop this online archive in 1996 and now it is home to over two million digital images with hundreds of images added each day. These photos appear in newspapers, books and magazines, and online.\r\n\r\nIn addition to providing news to newspapers, TV and radio, The Canadian Press is Canadas leading provider of online news and photos. It was a pioneer in introducing this online breaking news service in 1996 and now its multimedia content is published by all major Canadian news websites.\r\n\r\nIn 2007, The Canadian Press launched breaking news video, produced specifically for websites and wireless services. More than 70 reporters (and growing) across Canada are equipped with the latest digital cameras to film exclusive footage only seen online.\r\n\r\nThrough a longstanding partnership, The Canadian Press is the exclusive distributor of Associated Press (AP) and Associated Press Television News (APTN) material in Canada. AP and APTN is the exclusive distributor of The Canadian Press in the United States and worldwide.\r\n\r\nIn addition to news and information, The Canadian Press publishes the Stylebook and Caps and Spelling book, which are considered the chief style guides for Canadian journalists, public relations professionals, editors and writers of all disciplines.\r\n\r\nThrough an alliance with The Canadian Press since 2004, Marketwire is the only news release distributor with exclusive access to send press releases and PR photos on behalf of clients over the same Canadian Press Wire Network used to deliver Canadian Press news copy directly into the editorial systems of more than 600 newspapers, radio and TV stations and websites across Canada.\r\n\r\nThe focus of The Canadian Press remains firmly fixed on telling the Canadian story. Its staff of more than 250 journalists cover stories relevant to Canadians, regardless of whether the events happen in Canada or elsewhere in the world.|http://en.wikipedia.org/wiki/Canadian_Press|Wikipedia||||||||||||english||||||hide||neutral|
254414||limited_access|Capital News Service is a wire service based at the University of Maryland in College Park. Students report and edit for the wire service, and CNS covers the U.S. Capitol and Maryland stories.|||||||||||||||Baltimore|||||hide|list||
96||full_access|CBS News is the news division of American television and radio network CBS. Current TV shows from CBS News include: The Early Show, CBS Morning News, CBS Evening News, 60 Minutes, 48 Hours, Face the Nation, CBS News Sunday Morning and Up to the Minute.|http://en.wikipedia.org/wiki/CBS_News|Wikipedia||Betsy Morgan|Larry Kramer||524 W. 57th St.||New York City|US|NY|10019|international|english||||||hide|list|neutral|
97||full_access|The Center for Public Integrity is a nonprofit organization dedicated to producing original, responsible investigative journalism on issues of public concern. The Center is non-partisan and non-advocacy and committed to transparent and comprehensive reporting both in the United States and around the world. The Center's mission is to produce original investigative journalism about significant public issues to make institutional power more transparent and accountable. Located in Washington, DC, the Center for Public Integrity has conducted investigations into many topics; the environment, public health, public accountability, federal and state lobbying, war profiteering, and financial disclosure, all of which have a public integrity component.|http://en.wikipedia.org/wiki/Center_for_public_integrity|Wikipedia||||||||||||english||||||hide|list||
102||full_access|The Charlotte Observer, serving Charlotte, North Carolina and its metro area, is the largest newspaper, in terms of circulation, in North and South Carolina.\r\nThe paper has a weekday readership of 553,200 daily and a readership of 751,400 on Sundays. The paper has a daily circulation of 218,960 and a Sunday circulation of 273,982 on Sundays (9/30/05 Audit Bureau of Circulations report).\r\n\r\nCirculation at the Charlotte Observer has been declining for many years, even faster than the typical downward trend observed in the industry. The most recent period (November 2006) showed a 3.9% decline in circulation compared to the prior year. Audit Bureau of Circulations This is even more surprising in light of the rapid population and economic growth in the Charlotte region.|http://en.wikipedia.org/wiki/Charlotte_Observer|Wikipedia|||The McClatchy Company|public_corporation|||Charlotte|US|NC||regional|english||||||hide|||
103||full_access|The Chicago Sun-Times is an American daily newspaper published in Chicago, Illinois. Although its circulation (particularly home-delivery) and advertising revenue are smaller than the rival Chicago Tribune, the Sun-Times makes more money on the newsstand. The Sun-Times is an urban tabloid, designed with hard-to-ignore front pages in an easily-carried format ideal for commuters on the 'L', Chicago's rapid transit. The paper has traditionally been liberal in its editorial outlook, although it has adopted a more centrist stance in recent years.|http://en.wikipedia.org/wiki/Chicago_Sun_Times|Wikipedia||||||||||||english||||||hide|list|left|
104||full_access|The Chicago Tribune, formerly self-styled as the "World's Greatest Newspaper", remains the principal daily newspaper of the midwestern United States and one of the ten largest daily newspapers in the nation.|http://en.wikipedia.org/wiki/Chicago_Tribune|Wikipedia||||||||||||english||||||hide|list|neutral|
108||full_access|The Christian Science Monitor (CSM) is an international newspaper published daily, Monday through Friday. Started in 1908 by Mary Baker Eddy, the founder of the Church of Christ, Scientist, the paper does not use wire services and instead relies largely on its own reporters in bureaus in eleven countries around the world. While at one time reporters were drawn largely from church members, this no longer holds true. (...) The Monitor (or "CSM" as it is known in the intelligence community) is widely read by CIA and other intelligence agency analysts because of the newspaper's attention to accuracy and global perspective.[citation needed]. Project Censored noted that the Monitor often publishes factual articles discussing topics under-represented or absent from the mainstream mass media. In comparison to other major newspapers and journalistic magazines, the Monitor tends to take a steady and slightly upbeat approach to national and world news. Many readers prefer the Monitor because it avoids sensationalism, particularly with respect to tragedies, and for its objectivity and integrity; at the same time, the paper's staff does operate under the close eye of the church's five-member board of directors, and has sometimes been seen as avoiding issues that involve the church in controversial and unfavorable ways.|http://en.wikipedia.org/wiki/Christian_Science_Monitor|Wikipedia||Jonathan Wells|The Christian Science Publishing Society, Mary Trammel||||Boston|US|MA||international|english||||||hide|list|neutral|
109||full_access|The Chronicle of Higher Education is a newspaper that is a source of news, information, and jobs for college and university faculty and administration. Based in Washington, DC, The Chronicle is published every weekday online and appears weekly in print except the last two weeks in August and the last two weeks in December (a total of 49 issues a year). In print, The Chronicle is published in three sections: the news section; The Chronicle Review, a magazine of arts and ideas; and Careers, with career advice and job listings.\r\n\r\nThe Chronicle of Higher Education also publishes The Chronicle of Philanthropy, a newspaper for the nonprofit world; The Chronicle Guide to Grants, an electronic database of corporate and foundation grants; and the web portal Arts & Letters Daily.\r\n\r\nThe Chronicle was founded in 1966 by Corbin Gwaltney, who had been the founder and editor of the alumni magazine of The Johns Hopkins University. In 1993, it was one of the first newspapers to appear on the Internet, as a Gopher service.\r\n\r\nOver the years, the paper has been a finalist and winner of many journalism awards. It was a finalist for a National Magazine Award in 2005 for a special report on plagiarism among academics. It has been a finalist for the award every year from 2001 to 2005.|http://en.wikipedia.org/wiki/The_Chronicle_of_Higher_Education|Wikipedia||||||||||||english||||||hide|||
110||full_access|The Cincinnati Enquirer, a daily morning newspaper, is the highest-circulation print publication in Greater Cincinnati (Ohio) and Northern Kentucky. (The Enquirer publishes a Northern Kentucky edition under the title The Kentucky Enquirer with a front section, though the lead story is usually the same.) A Gannett Co. Inc. newspaper, The Enquirer has a joint operating agreement with the afternoon daily, The Cincinnati Post, and handles all of the business functions of both newspapers. Gannett Co. Inc. notified E. W. Scripps Company, publisher of The Post, that it intends not to renew the JOA agreement when it expires in 2008; some speculate that The Enquirer will become the city's only daily newspaper.\r\nThe Enquirer publishes a variety of print and electronic media, including separate editions for Ohio and Kentucky, 17 Community Press weekly newspapers, 10 Community Recorder weekly newspapers, CiN Weekly magazine, Design Magazine, Inspire Magazine, OurTown magazine, the Cincinnati.Com network of Web sites, and free-distribution advertising publications in the employment, automotive, real estate, rental, health care and shopping segments. Cincinnati.Com is The Enquirer's flagship electronic product, and encompasses 50 local and national information and advertising Web products.|http://en.wikipedia.org/wiki/The_Cincinnati_Enquirer|Wikipedia|||Gannett Company|||312 Elm Street|Cincinnati|US|OH|45202||english||||||hide|||
118||full_access|The Plain Dealer is the major daily newspaper of Cleveland, Ohio. It also has the largest circulation of any Ohio newspaper, and is a top 20 newspaper for circulation in the United States. The Plain Dealer currently boasts more than 820,000 readers on weekdays and 1 million readers on Sunday. The Plain Dealer's media market, Greater Cleveland, is ranked #1 in the country for Sunday newspaper readership percentage (75.4% of total adults) and #2 in daily newspaper readership percentage (62.6% of total adults), second only to New York City in the weekday editions.|http://en.wikipedia.org/wiki/Cleveland_Plain_Dealer|Wikipedia||||||||||||english||||||hide|||
119||full_access|CNET Networks, Inc. (NASDAQ: CNET) is an Internet-based American media company based in San Francisco, California co-founded in 1993 by Halsey Minor and Shelby Bonnie. A publicly-held company, its stock trades on the Nasdaq Stock Market under the ticker symbol CNET. It has operations in 12 countries.|http://en.wikipedia.org/wiki/CNET_News.com|Wikipedia|||CNET|public_corporation|||San Francisco|US|CA||not_applicable|english||||||hide|list|neutral|
